ID;Fecha_Nacim;Edad;Educacion;Estado_Civil;Ingreso_Anual;Niños;Adolescente;Fecha_ingreso;Dias_Ulti_Comp;Gastos_Vinos;Gastos_Frutas;Gastos_Carne;Gastos_Pescados;Gastos_Dulces;Gastos_Joyas;Cant_Ofertas;Cant_Comp_Web;Cant_catalogo_comp;Cant_Com_Almacen;Num_Visitas_Web
1096;1961;61;Universitario;Pareja;88347;Sin hijos;0;3/7/2013;32;1050;178;555;77;138;118;1;4;7;9;1
1097;1956;66;Primario;Pareja;54342;Un hijo;1;3/7/2013;74;84;10;34;11;10;28;4;3;1;4;6
1098;1965;57;Master;Casado;70053;Sin hijos;1;3/7/2013;38;512;53;98;81;179;89;3;8;5;10;5
1099;1982;40;Master;Soltero;75777;Sin hijos;0;4/7/2013;12;712;26;538;69;13;80;1;3;6;11;1
1100;1984;38;Primario;Pareja;32414;Sin hijos;0;4/7/2013;11;20;6;5;0;9;12;1;1;0;3;7
1101;1989;33;Universitario;Casado;28691;Un hijo;0;4/7/2013;56;5;4;13;8;0;4;1;1;0;3;8
1102;1989;33;Universitario;Casado;28691;Un hijo;0;4/7/2013;56;5;4;13;8;0;4;1;1;0;3;8
1103;1976;46;Master;Pareja;21024;Sin hijos;0;4/7/2013;89;36;4;18;6;2;18;1;2;0;4;7
1104;1982;40;Master;Soltero;75777;Sin hijos;0;4/7/2013;12;712;26;538;69;13;80;1;3;6;11;1
1105;1957;65;Universitario;Casado;62187;Sin hijos;0;5/7/2013;49;792;0;275;45;45;126;1;4;8;5;3
1106;1979;43;Universitario;Soltero;47691;Sin hijos;1;5/7/2013;43;14;0;3;0;0;4;1;1;0;2;6
1107;1966;56;Universitario;Casado;44529;Sin hijos;1;5/7/2013;98;538;13;91;17;6;26;6;6;2;11;5
1108;1968;54;Primario;Casado;48985;Sin hijos;1;5/7/2013;13;19;13;18;10;7;8;1;1;1;3;3
1109;1977;45;Master;Casado;27889;Un hijo;0;5/7/2013;42;14;0;4;0;0;8;1;1;1;2;6
1110;1943;79;Secundario;Viudo;57513;Sin hijos;0;6/7/2013;59;735;40;183;52;20;30;2;9;3;13;6
1111;1960;62;Universitario;Casado;31454;Un hijo;1;6/7/2013;40;28;0;11;0;0;9;3;2;0;3;8
1112;1987;35;Master;Divorciado;61787;Sin hijos;0;6/7/2013;71;621;73;414;78;48;85;1;8;4;6;5
1113;1973;49;Secundario;Pareja;63516;Un hijo;1;6/7/2013;30;141;11;114;15;14;5;4;4;1;7;5
1114;1959;63;Secundario;Casado;33762;Dos hijos;1;7/7/2013;61;53;1;34;2;0;16;3;2;2;2;8
1115;1974;48;Secundario;Pareja;28440;Un hijo;0;7/7/2013;87;38;1;24;0;0;0;1;2;0;3;8
1116;1983;39;Universitario;Casado;69520;Sin hijos;0;7/7/2013;95;627;120;414;121;80;93;1;9;6;5;5
1117;1958;64;Universitario;Soltero;49967;Sin hijos;1;8/7/2013;4;212;6;69;4;12;3;3;6;1;5;7
1118;1986;36;Master;Casado;28072;Un hijo;0;8/7/2013;10;30;0;10;2;0;5;1;1;0;3;7
1119;1990;32;Universitario;Casado;30093;Sin hijos;0;8/7/2013;19;2;6;28;13;4;16;1;2;0;3;7
1120;1940;82;Secundario;Soltero;51141;Sin hijos;0;8/7/2013;96;144;0;7;0;0;6;1;3;1;4;5
1121;1956;66;Master;Pareja;54603;Un hijo;1;9/7/2013;85;145;13;46;17;2;4;6;4;2;4;7
1122;1972;50;Master;Casado;57136;Un hijo;1;9/7/2013;48;306;5;109;21;109;92;9;5;2;10;6
1123;1962;60;Secundario;Viudo;71670;Sin hijos;0;9/7/2013;8;1462;16;128;0;0;160;1;5;3;6;6
1124;1967;55;Primario;Pareja;30753;Un hijo;1;11/7/2013;85;12;5;25;0;9;30;2;1;1;3;5
1125;1961;61;Secundario;Casado;30753;Sin hijos;1;11/7/2013;23;352;0;27;10;0;15;3;6;1;7;6
1126;1961;61;Secundario;Casado;54456;Sin hijos;1;11/7/2013;23;352;0;27;10;0;15;3;6;1;7;6
1127;1974;48;Universitario;Casado;30631;Un hijo;0;12/7/2013;75;15;6;20;4;5;20;1;3;1;2;7
1128;1958;64;Master;Pareja;42315;Sin hijos;1;12/7/2013;90;67;15;80;17;11;80;3;1;4;4;3
1129;1986;36;Universitario;Casado;25252;Un hijo;0;12/7/2013;26;1;3;4;2;2;6;1;1;0;2;8
1130;1960;62;Primario;Viudo;46779;Un hijo;1;12/7/2013;55;12;1;3;0;0;7;1;0;1;2;4
1131;1982;40;Universitario;Casado;28718;Un hijo;0;13/7/2013;78;12;4;6;11;8;16;2;2;0;3;8
1132;1959;63;Universitario;Divorciado;23295;Sin hijos;0;13/7/2013;72;0;0;1;2;12;5;1;1;0;2;8
1133;1952;70;Universitario;Pareja;34074;Un hijo;1;13/7/2013;69;135;1;41;10;1;67;5;3;3;3;6
1134;1971;51;Universitario;Soltero;31632;Sin hijos;0;14/7/2013;92;17;8;12;11;15;32;1;2;1;2;7
1135;1967;55;Universitario;Pareja;66825;Sin hijos;0;14/7/2013;73;243;101;405;29;40;40;1;4;5;6;2
1136;1972;50;Master;Casado;35641;Un hijo;0;14/7/2013;11;63;3;67;8;9;28;2;3;1;4;7
1137;1971;51;Universitario;Soltero;55239;Sin hijos;1;14/7/2013;59;371;17;238;23;24;106;3;7;5;11;5
1138;1975;47;Universitario;Divorciado;70300;Un hijo;0;15/7/2013;89;1045;61;338;60;46;46;3;5;5;13;8
1139;1963;59;Universitario;Divorciado;45146;Un hijo;1;15/7/2013;28;33;0;5;0;0;15;2;1;1;2;4
1140;1970;52;Master;Casado;36138;Un hijo;1;16/7/2013;48;130;0;16;0;0;5;5;3;1;4;7
1141;1951;71;Universitario;Casado;30833;Un hijo;1;16/7/2013;33;11;0;7;3;1;6;2;1;0;3;5
1142;1952;70;Universitario;Casado;67433;Sin hijos;2;16/7/2013;51;615;28;259;12;48;30;4;6;5;13;4
1143;1965;57;Secundario;Soltero;40637;Un hijo;1;17/7/2013;72;22;0;13;0;0;3;2;1;0;3;7
1144;1965;57;Universitario;Soltero;61559;Sin hijos;1;17/7/2013;8;279;83;88;32;14;34;1;4;2;10;3
1145;1944;78;Master;Viudo;45006;Sin hijos;0;18/7/2013;90;162;25;53;16;0;10;1;3;1;7;3
1146;1958;64;Universitario;Pareja;46610;Sin hijos;0;18/7/2013;4;288;10;30;4;10;125;1;6;1;6;6
1147;1952;70;Universitario;Pareja;33402;Un hijo;1;18/7/2013;60;26;2;19;10;5;8;3;2;1;3;8
1148;1989;33;Universitario;Soltero;81217;Sin hijos;0;19/7/2013;77;493;70;324;146;40;84;1;3;7;11;1
1149;1950;72;Universitario;Soltero;16813;Sin hijos;0;19/7/2013;49;4;8;11;12;2;13;1;2;0;3;7
1150;1989;33;Universitario;Soltero;81217;Sin hijos;0;19/7/2013;77;493;70;324;146;40;84;1;3;7;11;1
1151;1951;71;Universitario;Soltero;49090;Sin hijos;1;19/7/2013;45;494;5;82;7;0;100;3;7;2;9;7
1152;1951;71;Universitario;Soltero;72282;Sin hijos;0;19/7/2013;70;503;27;419;90;139;153;1;5;7;9;7
1153;1962;60;Secundario;Pareja;56067;Sin hijos;1;20/7/2013;51;517;12;54;16;6;120;2;7;4;7;5
1154;1976;46;Universitario;Casado;46049;Un hijo;1;21/7/2013;11;342;9;112;19;14;19;10;5;2;9;7
1155;1951;71;Master;Pareja;39767;Sin hijos;0;21/7/2013;18;113;61;204;34;26;47;2;7;1;7;8
1156;1976;46;Secundario;Divorciado;70179;Sin hijos;1;21/7/2013;10;532;88;168;69;44;133;3;7;3;13;5
1157;1983;39;Secundario;Pareja;21840;Un hijo;0;21/7/2013;80;17;0;9;0;0;1;1;1;0;3;9
1158;1976;46;Secundario;Divorciado;70179;Sin hijos;1;21/7/2013;10;532;88;168;69;44;133;3;7;3;13;5
1159;1972;50;Universitario;Pareja;59868;Sin hijos;1;22/7/2013;37;771;51;154;54;10;154;7;11;2;12;6
1160;1947;75;Secundario;Viudo;25358;Sin hijos;1;22/7/2013;57;19;0;5;0;0;8;2;1;0;3;6
1161;1960;62;Primario;Soltero;47823;Sin hijos;1;23/7/2013;0;53;1;5;2;1;10;2;2;0;3;8
1162;1975;47;Universitario;Divorciado;36627;Dos hijos;0;23/7/2013;78;9;1;5;0;0;1;1;0;0;3;5
1163;1968;54;Universitario;Pareja;56534;Sin hijos;1;23/7/2013;35;691;7;61;10;0;46;4;10;4;7;8
1164;1972;50;Primario;Pareja;50334;Sin hijos;1;24/7/2013;24;284;16;160;84;16;134;6;7;4;6;6
1165;1954;68;Master;Casado;45736;Sin hijos;1;24/7/2013;92;188;3;180;20;3;43;5;7;1;6;7
1166;1982;40;Primario;Pareja;41039;Sin hijos;0;25/7/2013;32;34;11;137;179;61;45;1;8;1;5;8
1167;1958;64;Universitario;Pareja;65196;Sin hijos;2;25/7/2013;34;743;19;181;12;0;200;2;7;6;11;5
1168;1977;45;Primario;Divorciado;59601;Sin hijos;1;25/7/2013;14;691;7;69;0;7;23;4;2;2;7;8
1169;1974;48;Universitario;Casado;45837;Un hijo;1;26/7/2013;88;215;13;87;17;17;24;5;6;2;5;7
1170;1961;61;Master;Casado;61923;Sin hijos;2;26/7/2013;94;92;4;18;3;3;6;1;2;1;4;3
1171;1960;62;Primario;Casado;82504;Sin hijos;0;27/7/2013;2;362;50;431;134;35;54;1;3;6;7;1
1172;1988;34;Universitario;Pareja;87679;Sin hijos;0;27/7/2013;62;1259;172;815;97;148;33;1;7;11;10;4
1173;1963;59;Secundario;Casado;54072;Un hijo;1;27/7/2013;71;35;0;4;0;0;0;1;2;0;2;8
1174;1965;57;Secundario;Divorciado;36921;Un hijo;1;28/7/2013;74;17;1;12;3;1;4;2;2;0;3;7
1175;1972;50;Universitario;Casado;40321;Un hijo;1;29/7/2013;59;44;4;21;6;0;27;2;3;0;3;7
1176;1964;58;Secundario;Casado;59304;Sin hijos;1;29/7/2013;81;418;61;428;80;51;10;3;7;8;10;5
1177;1972;50;Universitario;Casado;40321;Un hijo;1;29/7/2013;59;44;4;21;6;0;27;2;3;0;3;7
1178;1948;74;Universitario;Soltero;90842;Sin hijos;0;29/7/2013;57;774;70;118;182;187;93;1;4;9;13;1
1179;1951;71;Universitario;Casado;71965;Sin hijos;1;29/7/2013;21;572;19;286;50;38;248;3;6;3;5;3
1180;1986;36;Universitario;Pareja;34728;Un hijo;0;30/7/2013;2;14;0;16;0;0;6;1;1;1;2;6
1181;1981;41;Universitario;Casado;40211;Un hijo;1;30/7/2013;30;51;1;7;2;1;25;2;2;1;2;8
1182;1956;66;Master;Casado;63915;Sin hijos;2;30/7/2013;2;622;7;115;30;0;15;2;6;3;12;5
1183;1985;37;Secundario;Soltero;37929;Sin hijos;0;30/7/2013;49;202;2;46;3;2;10;2;4;2;5;7
1184;1976;46;Universitario;Casado;5305;Sin hijos;1;30/7/2013;12;12;4;7;1;3;5;0;1;0;0;13
1185;1971;51;Universitario;Soltero;22804;Un hijo;0;31/7/2013;75;14;1;7;2;1;1;1;2;0;2;9
1186;1971;51;Universitario;Soltero;22804;Un hijo;0;31/7/2013;75;14;1;7;2;1;1;1;2;0;2;9
1187;1970;52;Secundario;Pareja;64413;Sin hijos;1;1/8/2013;27;200;5;44;0;10;20;1;5;1;5;5
1188;1978;44;Primario;Pareja;38702;Un hijo;0;1/8/2013;71;13;11;24;13;8;40;2;3;0;4;6
1189;1958;64;Secundario;Divorciado;32173;Sin hijos;1;1/8/2013;0;18;0;2;0;0;2;1;1;0;3;4
1190;1984;38;Primario;Casado;65370;Sin hijos;0;1/8/2013;1;71;22;112;138;89;29;1;2;3;13;1
1191;1957;65;Universitario;Pareja;47320;Sin hijos;1;1/8/2013;10;200;19;111;50;15;19;6;5;1;8;6
1192;1966;56;Universitario;Casado;61286;Sin hijos;1;2/8/2013;34;356;0;107;19;9;117;2;7;1;8;5
1193;1986;36;Universitario;Casado;38508;Un hijo;0;2/8/2013;95;120;19;206;25;19;54;6;7;2;5;8
1194;1985;37;Universitario;Soltero;22327;Un hijo;0;2/8/2013;94;5;4;8;2;0;5;1;1;0;3;5
1195;1966;56;Universitario;Casado;61286;Sin hijos;1;2/8/2013;34;356;0;107;19;9;117;2;7;1;8;5
1196;1970;52;Primario;Casado;15315;Sin hijos;0;3/8/2013;27;7;4;13;15;8;17;2;2;0;4;5
1197;1970;52;Primario;Casado;15315;Sin hijos;0;3/8/2013;27;7;4;13;15;8;17;2;2;0;4;5
1198;1971;51;Master;Soltero;39763;Un hijo;0;4/8/2013;9;80;1;60;4;6;16;2;5;1;2;9
1199;1950;72;Universitario;Pareja;34026;Un hijo;1;5/8/2013;11;18;6;15;12;8;17;3;2;1;3;5
1200;1950;72;Universitario;Pareja;34026;Un hijo;1;5/8/2013;11;18;6;15;12;8;17;3;2;1;3;5
1201;1949;73;Universitario;Pareja;54591;Sin hijos;1;5/8/2013;63;376;4;94;12;9;24;3;6;2;8;5
1202;1990;32;Primario;Soltero;16185;Un hijo;0;5/8/2013;71;5;11;16;21;8;45;2;2;2;2;8
1203;1946;76;Universitario;Casado;18100;Sin hijos;0;6/8/2013;14;3;1;2;4;3;1;1;0;0;3;5
1204;1973;49;Secundario;Pareja;39435;Un hijo;0;6/8/2013;16;71;0;18;0;0;13;1;3;1;2;7
1205;1977;45;Universitario;Pareja;96876;Sin hijos;0;6/8/2013;79;908;43;735;40;194;21;1;7;7;9;2
1206;1982;40;Secundario;Casado;84169;Sin hijos;0;7/8/2013;9;1478;19;403;0;19;0;1;7;6;6;3
1207;1982;40;Universitario;Pareja;50272;Un hijo;0;7/8/2013;75;99;13;66;43;8;4;3;4;1;5;7
1208;1956;66;Universitario;Pareja;64090;Sin hijos;1;7/8/2013;8;316;58;161;76;51;135;1;6;9;4;5
1209;1982;40;Secundario;Casado;84169;Sin hijos;0;7/8/2013;9;1478;19;403;0;19;0;1;7;6;6;3
1210;1979;43;Master;Divorciado;33462;Un hijo;0;7/8/2013;78;22;3;18;0;0;11;1;2;0;3;7
1211;1979;43;Universitario;Soltero;61825;Sin hijos;1;7/8/2013;56;162;50;100;55;30;27;1;4;2;8;4
1212;1979;43;Universitario;Soltero;61825;Sin hijos;1;7/8/2013;56;162;50;100;55;30;27;1;4;2;8;4
1213;1952;70;Primario;Pareja;57247;Sin hijos;1;8/8/2013;50;99;4;32;37;54;6;2;2;1;7;2
1214;1972;50;Universitario;Casado;22063;Un hijo;0;8/8/2013;43;7;10;13;3;11;11;2;2;0;3;7
1215;1975;47;Secundario;Divorciado;60554;Un hijo;0;9/8/2013;8;588;7;76;110;15;15;2;8;4;9;6
1216;1951;71;Secundario;Casado;53312;Sin hijos;0;9/8/2013;32;241;0;12;0;0;25;1;5;1;5;7
1217;1975;47;Universitario;Soltero;33955;Un hijo;0;9/8/2013;92;100;2;128;23;7;10;4;5;1;5;8
1218;1968;54;Universitario;Casado;63967;Sin hijos;1;9/8/2013;57;387;84;141;73;35;162;3;4;4;12;2
1219;1976;46;Primario;Pareja;25176;Un hijo;1;10/8/2013;79;4;0;4;0;0;5;1;1;0;2;7
1220;1960;62;Universitario;Casado;29440;Un hijo;1;11/8/2013;95;17;8;14;10;4;3;2;1;0;4;7
1221;1963;59;Universitario;Casado;29440;Sin hijos;1;11/8/2013;96;231;65;196;38;71;124;1;6;5;7;4
1222;1972;50;Master;Divorciado;37760;Un hijo;0;11/8/2013;54;26;3;13;2;10;0;1;2;0;3;6
1223;1974;48;Secundario;Casado;37087;Un hijo;0;11/8/2013;50;194;55;134;15;0;3;3;4;2;8;6
1224;1971;51;Master;Divorciado;74290;Sin hijos;1;12/8/2013;70;1121;0;72;0;12;12;4;10;8;10;6
1225;1973;49;Universitario;Casado;52845;Un hijo;0;13/8/2013;7;384;25;292;130;41;64;3;8;8;6;6
1226;1964;58;Secundario;Casado;41551;Un hijo;1;14/8/2013;51;220;0;33;3;0;23;5;5;1;5;8
1227;1973;49;Primario;Pareja;27190;Un hijo;0;15/8/2013;13;1;6;7;0;1;3;1;1;0;2;8
1228;1974;48;Universitario;Soltero;42373;Un hijo;1;15/8/2013;83;67;5;61;3;8;19;5;2;1;5;5
1229;1950;72;Universitario;Casado;80763;Sin hijos;0;15/8/2013;17;674;168;108;192;42;231;1;5;11;6;3
1230;1975;47;Master;Casado;54730;Sin hijos;1;15/8/2013;64;318;3;17;4;7;56;5;4;1;8;4
1231;1962;60;Primario;Pareja;82122;Sin hijos;0;15/8/2013;89;734;22;350;151;25;100;1;3;9;13;1
1232;1991;31;Universitario;Casado;42691;Sin hijos;0;16/8/2013;48;179;2;64;38;17;58;1;5;1;6;5
1233;1970;52;Universitario;Divorciado;54137;Sin hijos;1;16/8/2013;46;171;0;11;0;1;20;2;4;1;4;6
1234;1969;53;Universitario;Pareja;76653;Sin hijos;0;16/8/2013;91;736;63;946;219;189;126;1;4;7;11;2
1235;1982;40;Universitario;Pareja;40479;Un hijo;0;17/8/2013;95;5;0;8;2;0;0;1;0;0;3;4
1236;1962;60;Secundario;Soltero;33419;Sin hijos;1;17/8/2013;76;56;0;12;0;0;18;2;2;0;4;7
1237;1957;65;Master;Pareja;66636;Sin hijos;0;17/8/2013;64;291;10;689;84;10;0;1;3;4;9;1
1238;1990;32;Universitario;Soltero;64509;Sin hijos;0;17/8/2013;19;836;185;575;24;25;77;1;6;3;9;4
1239;1971;51;Secundario;Casado;46463;Un hijo;1;18/8/2013;56;163;2;40;8;11;11;7;3;1;6;6
1240;1969;53;Master;Soltero;26877;Sin hijos;0;19/8/2013;74;101;13;76;20;18;40;2;3;1;6;6
1241;1973;49;Universitario;Casado;92955;Sin hijos;0;19/8/2013;35;693;21;925;31;24;84;1;6;7;9;2
1242;1959;63;Universitario;Pareja;57957;Sin hijos;1;19/8/2013;24;290;59;177;77;5;29;7;4;6;8;3
1243;1955;67;Universitario;Soltero;80317;Sin hijos;0;20/8/2013;64;536;11;387;149;91;57;1;3;4;10;1
1244;1943;79;Master;Casado;65073;Sin hijos;0;20/8/2013;65;629;17;177;69;0;8;1;5;3;5;2
1245;1959;63;Universitario;Pareja;24221;Sin hijos;0;20/8/2013;94;8;9;9;2;5;22;1;1;1;3;4
1246;1976;46;Primario;Pareja;26907;Un hijo;1;20/8/2013;10;9;1;7;0;3;2;2;1;0;3;7
1247;1948;74;Secundario;Casado;45579;Sin hijos;1;20/8/2013;10;145;1;33;2;1;1;1;4;1;4;6
1248;1985;37;Universitario;Casado;21355;Un hijo;0;20/8/2013;5;5;13;14;0;5;31;2;2;1;2;6
1249;1976;46;Primario;Pareja;26907;Un hijo;1;20/8/2013;10;9;1;7;0;3;2;2;1;0;3;7
1250;1965;57;Secundario;Pareja;51717;Sin hijos;1;20/8/2013;55;98;1;17;0;1;5;1;3;0;4;7
1251;1967;55;Secundario;Casado;63246;Sin hijos;2;20/8/2013;60;593;30;91;29;22;7;1;6;3;12;4
1252;1977;45;Universitario;Casado;72117;Sin hijos;1;20/8/2013;34;707;20;171;65;60;50;1;9;7;9;5
1253;1965;57;Universitario;Pareja;71613;Sin hijos;0;21/8/2013;26;426;49;127;111;21;42;1;8;2;10;4
1254;1974;48;Secundario;Casado;65352;Sin hijos;1;21/8/2013;43;284;3;84;4;7;23;2;4;2;8;4
1255;1978;44;Universitario;Soltero;28647;Un hijo;0;21/8/2013;54;19;8;29;0;12;26;1;2;2;2;7
1256;1973;49;Universitario;Pareja;55593;Sin hijos;1;21/8/2013;63;293;8;124;11;4;106;2;6;6;3;6
1257;1971;51;Secundario;Casado;32011;Un hijo;0;22/8/2013;89;99;0;15;2;1;5;3;2;1;4;7
1258;1965;57;Universitario;Casado;44393;Un hijo;1;22/8/2013;86;24;2;20;2;2;10;2;1;0;4;4
1259;1980;42;Universitario;Casado;19107;Un hijo;0;22/8/2013;49;2;4;9;10;5;16;2;1;0;3;7
1260;1970;52;Universitario;Soltero;19107;Un hijo;2;23/8/2013;67;738;20;172;52;50;20;6;2;3;10;7
1261;1959;63;Universitario;Pareja;71367;Sin hijos;0;23/8/2013;24;227;23;389;42;21;75;1;4;5;7;2
1262;1970;52;Universitario;Casado;13260;Un hijo;1;23/8/2013;48;9;4;17;10;2;7;4;3;0;3;8
1263;1959;63;Universitario;Pareja;71367;Sin hijos;0;23/8/2013;24;227;23;389;42;21;75;1;4;5;7;2
1264;1947;75;Universitario;Pareja;74485;Sin hijos;0;24/8/2013;58;499;149;815;173;49;49;1;6;7;12;3
1265;1970;52;Universitario;Soltero;61209;Sin hijos;0;25/8/2013;73;466;0;224;119;49;99;1;5;3;4;2
1266;1952;70;Secundario;Soltero;62000;Sin hijos;1;25/8/2013;25;899;0;101;0;0;20;1;6;6;13;4
1267;1965;57;Secundario;Viudo;54111;Sin hijos;1;25/8/2013;97;267;6;54;8;3;50;2;5;2;6;5
1268;1965;57;Master;Pareja;45143;Sin hijos;1;26/8/2013;74;202;5;74;11;5;14;3;6;1;5;7
1269;1965;57;Master;Pareja;45143;Sin hijos;1;26/8/2013;74;202;5;74;11;5;14;3;6;1;5;7
1270;1981;41;Primario;Casado;27733;Un hijo;0;26/8/2013;16;0;7;5;26;2;17;2;2;0;3;7
1271;1965;57;Secundario;Casado;69969;Sin hijos;0;27/8/2013;64;882;29;514;38;29;44;1;4;2;6;3
1272;1974;48;Secundario;Soltero;68352;Sin hijos;1;28/8/2013;47;614;16;132;43;33;33;3;8;5;9;6
1273;1981;41;Universitario;Pareja;38547;Un hijo;0;28/8/2013;49;6;1;10;0;1;4;1;1;0;2;8
1274;1959;63;Universitario;Divorciado;52332;Sin hijos;0;28/8/2013;63;212;5;33;7;0;2;1;3;2;6;4
1275;1971;51;Universitario;Pareja;71819;Sin hijos;1;28/8/2013;70;1224;28;140;0;14;168;3;3;3;5;6
1276;1959;63;Master;Casado;77520;Sin hijos;1;28/8/2013;30;940;44;396;0;88;58;1;8;7;7;4
1277;1951;71;Master;Soltero;49389;Un hijo;1;29/8/2013;55;40;0;19;2;1;3;1;2;0;3;7
1278;1970;52;Master;Soltero;29548;Un hijo;0;29/8/2013;52;7;1;6;3;1;11;1;1;1;2;4
1279;1949;73;Secundario;Casado;156924;Sin hijos;0;29/8/2013;85;2;1;2;1;1;1;0;0;0;0;0
1280;1965;57;Secundario;Soltero;40760;Sin hijos;1;30/8/2013;64;70;0;17;0;0;6;2;2;1;3;6
1281;1984;38;Secundario;Soltero;16269;Un hijo;0;30/8/2013;75;19;3;18;3;1;0;3;3;0;3;8
1282;1960;62;Universitario;Pareja;44512;Un hijo;1;30/8/2013;57;23;1;6;0;0;2;2;1;0;3;4
1283;1954;68;Master;Viudo;44551;Sin hijos;1;31/8/2013;24;182;4;33;0;0;66;2;4;1;5;7
1284;1947;75;Secundario;Pareja;73059;Sin hijos;1;31/8/2013;36;410;112;420;0;82;71;1;9;3;13;4
1285;1976;46;Universitario;Pareja;62061;Sin hijos;1;31/8/2013;12;641;7;84;0;30;38;3;10;4;7;6
1286;1947;75;Secundario;Pareja;73059;Sin hijos;1;31/8/2013;36;410;112;420;0;82;71;1;9;3;13;4
1287;1956;66;Universitario;Casado;50387;Sin hijos;2;31/8/2013;91;369;9;87;12;14;34;3;6;2;8;5
1288;1957;65;Master;Pareja;68148;Sin hijos;0;31/8/2013;86;389;66;408;37;57;85;1;4;4;6;2
1289;1973;49;Universitario;Casado;25410;Un hijo;0;31/8/2013;48;2;2;4;13;13;4;1;1;0;4;4
1290;1974;48;Master;Divorciado;53367;Un hijo;1;31/8/2013;2;229;7;140;10;3;11;7;5;1;8;7
1291;1965;57;Primario;Casado;46891;Sin hijos;1;1/9/2013;91;43;12;23;29;15;61;1;2;1;4;4
1292;1978;44;Primario;Casado;25804;Un hijo;0;1/9/2013;34;8;7;9;13;6;12;2;2;0;3;8
1293;1965;57;Primario;Casado;46891;Sin hijos;1;1/9/2013;91;43;12;23;29;15;61;1;2;1;4;4
1294;1976;46;Primario;Casado;23718;Un hijo;0;2/9/2013;76;6;3;14;15;7;36;3;3;1;2;7
1295;1987;35;Primario;Casado;30390;Sin hijos;0;2/9/2013;5;10;12;12;25;1;20;1;2;0;3;6
1296;1976;46;Primario;Pareja;26326;Sin hijos;0;4/9/2013;12;1;0;5;0;3;9;1;0;0;3;3
1297;1985;37;Master;Casado;19510;Dos hijos;0;4/9/2013;63;9;0;7;3;4;7;2;1;0;3;7
1298;1956;66;Universitario;Casado;15759;Sin hijos;0;5/9/2013;12;1;2;5;6;0;3;1;1;0;2;7
1299;1951;71;Universitario;Pareja;86610;Sin hijos;0;5/9/2013;66;446;107;768;33;196;53;1;5;6;6;2
1300;1974;48;Universitario;Pareja;44392;Un hijo;1;5/9/2013;71;87;5;71;7;12;29;5;4;1;4;7
1301;1977;45;Master;Casado;22701;Un hijo;0;5/9/2013;2;2;4;9;0;4;5;1;1;0;3;5
1302;1968;54;Master;Pareja;32889;Un hijo;1;6/9/2013;78;28;0;13;4;2;8;3;2;1;3;5
1303;1971;51;Secundario;Casado;60491;Sin hijos;1;6/9/2013;81;637;47;237;12;19;76;4;6;11;7;5
1304;1948;74;Universitario;Casado;42192;Sin hijos;0;6/9/2013;40;40;15;15;17;6;7;1;2;1;3;4
1305;1949;73;Master;Viudo;51529;Sin hijos;1;7/9/2013;14;400;4;35;6;0;22;2;9;1;5;8
1306;1951;71;Master;Pareja;29298;Un hijo;1;7/9/2013;60;6;0;2;2;0;1;1;1;0;2;5
1307;1986;36;Primario;Casado;21955;Un hijo;0;7/9/2013;81;5;1;7;17;14;11;2;2;1;3;6
1308;1967;55;Master;Pareja;62513;Sin hijos;1;9/9/2013;16;520;42;98;0;42;14;2;6;4;10;6
1309;1978;44;Universitario;Casado;33039;Un hijo;0;9/9/2013;4;30;8;12;8;8;12;1;2;0;4;5
1310;1978;44;Universitario;Casado;33039;Un hijo;0;9/9/2013;4;30;8;12;8;8;12;1;2;0;4;5
1311;1970;52;Secundario;Casado;80336;Sin hijos;0;9/9/2013;12;209;19;456;160;142;66;1;2;9;13;1
1312;1975;47;Universitario;Pareja;76532;Un hijo;1;9/9/2013;38;355;30;177;90;138;30;4;9;5;7;5
1313;1962;60;Universitario;Soltero;50785;Un hijo;1;10/9/2013;27;64;1;21;0;1;27;2;2;1;3;6
1314;1964;58;Master;Casado;64100;Sin hijos;1;10/9/2013;93;509;0;27;0;0;10;1;8;3;6;7
1315;1964;58;Primario;Casado;62905;Sin hijos;1;10/9/2013;68;166;75;96;119;107;59;3;7;2;8;4
1316;1984;38;Secundario;Soltero;82733;Sin hijos;0;10/9/2013;28;712;50;420;65;38;38;1;8;4;7;4
1317;1989;33;Secundario;Soltero;33996;Sin hijos;0;11/9/2013;46;40;2;15;8;0;6;1;1;1;3;4
1318;1972;50;Secundario;Casado;59973;Sin hijos;0;11/9/2013;47;130;30;168;20;34;0;1;3;4;7;1
1319;1977;45;Universitario;Casado;54809;Un hijo;1;11/9/2013;0;63;6;57;13;13;22;4;2;1;5;4
1320;1989;33;Secundario;Soltero;33996;Sin hijos;0;11/9/2013;46;40;2;15;8;0;6;1;1;1;3;4
1321;1977;45;Universitario;Casado;54809;Un hijo;1;11/9/2013;0;63;6;57;13;13;22;4;2;1;5;4
1322;1973;49;Universitario;Casado;65308;Sin hijos;0;11/9/2013;60;713;0;264;120;80;34;1;7;8;12;4
1323;1978;44;Universitario;Soltero;60199;Un hijo;2;12/9/2013;49;8;1;7;2;0;0;1;0;0;3;4
1324;1971;51;Universitario;Soltero;72258;Sin hijos;1;12/9/2013;28;522;0;522;227;120;134;2;6;9;5;2
1325;1959;63;Universitario;Pareja;54753;Sin hijos;1;12/9/2013;87;197;107;227;7;59;131;3;5;2;11;4
